,companynames,rating,reviews,location,size,industry,revenue,benefit_ratings,Health_Insurance,Dental_Insurance,FSA,Vision_iInsurance,HSA,Life_Insurance,SLI,Disability_Insurance,Mental_Health_Care,Retiree_Health,Dismemberment_Insurance,Pension_Plan,Retirement_Plan,Employee_Stock,Performance_Bonus,Stock_Options,Equity_Incentive,Supplemental_Workers,Charitable_Gift,Maternity_Leave,Work_From_Home,Fertility_Assistance,Dependent_Care,Adoption_Assistance,Childcare,Flexible_Hours,Military_Leave,Family_Medical_Leave,Paid_Holiday,Paid_time_off,Sick_Days,Volunteer_Time_Off,Sabbatical,Employee_Discount,Free_Lunch_Snacks,Employee_Assistance,Gym_Membership,Commuter_Checks,Pet_Friendly,Mobile_Discount,Company_Car,Company_Social_Events,Travel_Concierge,Legal_Assistance,Diversity_Program,Job_Training,Apprenticeship,Tuition_Assistance,Accident_Insurance,Health_Care_On_Site,retire_401K,Unpaid_Extended_Leave,Bereavement_Leave,Professional_Development,sum,location_state,US
280,PTC,3.6,1200,"Boston, MA",Size5001 to 10000 employees,Industry Computer Hardware & Software,Revenue $1 to $2 billion (USD) per year,3.9,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,30,MA,1
281,Pacific Gas and Electric,3.4,1300,"San Francisco, CA",Size10000+ employees,Industry Utilities,Revenue $10+ billion (USD) per year,4.2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,13,CA,1
282,Pacific Sunwear,3.3,1300,"Anaheim, CA",Size5001 to 10000 employees,"Industry Department, Clothing, & Shoe Stores",Revenue $500 million to $1 billion (USD) per year,2.9,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,24,CA,1
283,PageGroup,3.7,1300,"London, United Kingdom",Size5001 to 10000 employees,Industry Staffing & Outsourcing,Revenue $1 to $2 billion (USD) per year,4.0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,23,United Kingdom,0
284,Panda Express,3.5,1800,"Rosemead, CA",Size10000+ employees,Industry Casual Restaurants,Revenue $2 to $5 billion (USD) per year,3.6,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,34,CA,1
285,Parker Hannifin,3.3,1200,"Cleveland, OH",Size10000+ employees,Industry Industrial Manufacturing,Revenue $10+ billion (USD) per year,3.7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,16,OH,1
286,Party City,2.8,1500,"Rockaway, NJ",Size501 to 1000 employees,Industry Other Retail Stores,Revenue $25 to $50 million (USD) per year,2.6,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,29,NJ,1
287,PayPal,3.8,3000,"San Jose, CA",Size10000+ employees,Industry Internet,Revenue $10+ billion (USD) per year,4.3,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,38,CA,1
288,Paychex,3.9,2100,"Rochester, NY",Size10000+ employees,Industry Enterprise Software & Network Solutions,Revenue $2 to $5 billion (USD) per year,4.2,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,34,NY,1
289,Paycom,4.3,1000,"Oklahoma City, OK",Size1001 to 5000 employees,Industry Enterprise Software & Network Solutions,Revenue $100 to $500 million (USD) per year,4.3,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,25,OK,1
290,PepsiCo,3.5,7400,"Purchase, NY",Size10000+ employees,Industry Food & Beverage Manufacturing,Revenue $10+ billion (USD) per year,3.8,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,26,NY,1
291,PetSmart,3.1,4100,"Phoenix, AZ",Size10000+ employees,Industry Pet & Pet Supplies Stores,Revenue $5 to $10 billion (USD) per year,3.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,32,AZ,1
292,Philips,3.5,4200,"Amsterdam, Netherlands",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $10+ billion (USD) per year,3.9,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,39,Netherlands,0
293,Pier 1 Imports,3.3,2000,"Fort Worth, TX",Size10000+ employees,Industry Home Furniture & Housewares Stores,Revenue $1 to $2 billion (USD) per year,2.8,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,27,TX,1
294,Pitney Bowes,3.1,1500,"Stamford, CT",Size10000+ employees,Industry Computer Hardware & Software,Revenue $2 to $5 billion (USD) per year,3.7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,25,CT,1
295,Postmates,3.3,1300,"San Francisco, CA",Size501 to 1000 employees,Industry Computer Hardware & Software,Revenue Unknown / Non-Applicable,2.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,CA,1
296,Procter & Gamble,4.0,6200,"Cincinnati, OH",Size10000+ employees,Industry Unknown,Revenue $10+ billion (USD) per year,4.0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,32,OH,1
297,Progressive Insurance,3.7,2300,"Cleveland, OH",Size10000+ employees,Industry Insurance Carriers,Revenue $10+ billion (USD) per year,4.1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,34,OH,1
298,Protiviti,3.8,1300,"Menlo Park, CA",Size1001 to 5000 employees,Industry Consulting,Revenue $500 million to $1 billion (USD) per year,3.6,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,35,CA,1
299,Providence Health & Services,3.4,1800,"Renton, WA",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $100 to $500 million (USD) per year,3.7,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,28,WA,1
300,Prudential,3.6,2200,"Newark, NJ",Size10000+ employees,Industry Investment Banking & Asset Management,Revenue $10+ billion (USD) per year,4.1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,39,NJ,1
301,Public Storage,3.2,1100,"Glendale, CA",Size5001 to 10000 employees,Industry Real Estate,Revenue $2 to $5 billion (USD) per year,2.9,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,24,CA,1
302,Publicis Sapient,3.5,3400,"Boston, MA",Size10000+ employees,Industry Consulting,Revenue Unknown / Non-Applicable,3.8,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,34,MA,1
303,PwC,3.8,22000,"New York, NY",Size10000+ employees,Industry Accounting,Revenue $5 to $10 billion (USD) per year,4.0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,38,NY,1
304,Qualcomm,3.7,5300,"San Diego, CA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $10+ billion (USD) per year,3.9,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,40,CA,1
305,REI,3.9,1500,"Kent, WA",Size5001 to 10000 employees,Industry Sporting Goods Stores,Revenue $2 to $5 billion (USD) per year,4.1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,27,WA,1
306,RGIS,2.7,1400,"Auburn Hills, MI",Size10000+ employees,Industry Building & Personnel Services,Revenue Unknown / Non-Applicable,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,MI,1
307,RSM,3.7,1500,"Chicago, IL",Size10000+ employees,Industry Accounting,Revenue Unknown / Non-Applicable,3.6,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,22,IL,1
308,Rackspace,3.5,1500,"San Antonio, TX",Size5001 to 10000 employees,Industry IT Services,Revenue $2 to $5 billion (USD) per year,3.9,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,36,TX,1
309,Ralph Lauren,3.5,1900,"New York, NY",Size10000+ employees,Industry Other Retail Stores,Revenue $5 to $10 billion (USD) per year,3.5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,36,NY,1
310,Randstad,3.7,2200,"Luton, United Kingdom",Size1001 to 5000 employees,Industry Staffing & Outsourcing,Revenue $500 million to $1 billion (USD) per year,2.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,United Kingdom,0
311,Raytheon,3.6,3600,"Waltham, MA",Size10000+ employees,Industry Aerospace & Defense,Revenue $10+ billion (USD) per year,3.9,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,40,MA,1
312,Red Lobster,3.4,2300,"Orlando, FL",Size10000+ employees,Industry Casual Restaurants,Revenue $2 to $5 billion (USD) per year,3.2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,32,FL,1
313,Red Robin,3.1,1700,"Greenwood Village, CO",Size10000+ employees,Industry Casual Restaurants,Revenue $1 to $2 billion (USD) per year,2.6,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,30,CO,1
314,Regal,2.8,2000,"Knoxville, TN",Size10000+ employees,Industry Sports & Recreation,Revenue $2 to $5 billion (USD) per year,3.0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,36,TN,1
315,Regions Financial,3.3,1500,"Birmingham, AL",Size10000+ employees,Industry Banks & Credit Unions,Revenue $5 to $10 billion (USD) per year,3.9,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,AL,1
316,Regus,2.7,1500,"Luxembourg, Luxembourg",Size10000+ employees,Industry Advertising & Marketing,Revenue $1 to $2 billion (USD) per year,3.6,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,24,Luxembourg,0
317,Rent-A-Center,2.7,1500,"Plano, TX",Size10000+ employees,Industry Consumer Product Rental,Revenue $2 to $5 billion (USD) per year,3.4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,18,TX,1
318,Republic Services,3.7,1600,"Phoenix, AZ",Size10000+ employees,Industry Utilities,Revenue $5 to $10 billion (USD) per year,3.9,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,28,AZ,1
319,Reynolds and Reynolds,3.2,1200,"Dayton, OH",Size1001 to 5000 employees,Industry Computer Hardware & Software,Revenue $2 to $5 billion (USD) per year,3.2,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,24,OH,1
320,Ricoh Americas Corporation,2.8,1900,"Malvern, PA",Size10000+ employees,Industry IT Services,Revenue $10+ billion (USD) per year,3.4,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,29,PA,1
321,Riverbed Technology,3.3,1000,"San Francisco, CA",Size1001 to 5000 employees,Industry Computer Hardware & Software,Revenue $1 to $2 billion (USD) per year,4.2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,30,CA,1
322,Robert Half,3.4,6200,"Menlo Park, CA",Size10000+ employees,Industry Staffing & Outsourcing,Revenue $2 to $5 billion (USD) per year,3.0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,31,CA,1
323,Roche,3.9,2300,"Basel, Switzerland",Size10000+ employees,Industry Biotech & Pharmaceuticals,Revenue $10+ billion (USD) per year,4.4,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,25,Switzerland,0
324,Rockwell Automation,3.9,1300,"Milwaukee, WI",Size10000+ employees,Industry Industrial Manufacturing,Revenue $5 to $10 billion (USD) per year,3.6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,33,WI,1
325,Ross Stores,3.2,4300,"Dublin, CA",Size10000+ employees,"Industry Department, Clothing, & Shoe Stores",Revenue $10+ billion (USD) per year,2.9,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,29,CA,1
326,Ryder System,3.2,1100,"Medley, FL",Size10000+ employees,Industry Transportation Management,Revenue $5 to $10 billion (USD) per year,3.4,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,20,FL,1
327,SAP,4.5,9900,"Walldorf, Germany",Size10000+ employees,Industry Computer Hardware & Software,Revenue $10+ billion (USD) per year,4.3,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,33,Germany,0
328,SAS Institute,3.8,1200,"Cary, NC",Size10000+ employees,Industry Computer Hardware & Software,Revenue $2 to $5 billion (USD) per year,4.5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,41,NC,1
329,SYKES,2.8,2800,"Tampa, FL",Size10000+ employees,Industry Staffing & Outsourcing,Revenue $1 to $2 billion (USD) per year,2.4,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,27,FL,1
330,Sabre,3.2,1300,"Southlake, TX",Size5001 to 10000 employees,Industry Enterprise Software & Network Solutions,Revenue $2 to $5 billion (USD) per year,3.8,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,30,TX,1
331,Sage,3.1,1700,"Newcastle upon Tyne, United Kingdom",Size10000+ employees,Industry Computer Hardware & Software,Revenue $2 to $5 billion (USD) per year,3.6,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,36,United Kingdom,0
332,Salesforce,4.4,4800,"San Francisco, CA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $10+ billion (USD) per year,4.6,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,41,CA,1
333,Sally Beauty,2.5,1200,"Denton, TX",Size10000+ employees,Industry Beauty & Personal Accessories Stores,Revenue $2 to $5 billion (USD) per year,2.8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,TX,1
334,Santander,2.8,2600,"Madrid, Spain",Size10000+ employees,Industry Banks & Credit Unions,Revenue $10+ billion (USD) per year,3.6,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,18,Spain,0
335,Schneider Electric,3.8,4300,"Rueil-Malmaison, France",Size10000+ employees,Industry Energy,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,37,France,0
336,Seagate Technology,3.0,1500,"Cupertino, CA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $10+ billion (USD) per year,3.6,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,37,CA,1
337,Sedgwick Claims Management Services,2.7,1100,"Memphis, TN",Size10000+ employees,Industry Insurance Agencies & Brokerages,Revenue $2 to $5 billion (USD) per year,3.8,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,30,TN,1
338,Shell,3.9,4200,"The Hague, Netherlands",Size10000+ employees,Industry Oil & Gas Exploration & Production,Revenue $10+ billion (USD) per year,4.1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,28,Netherlands,0
339,Sherwin-Williams,3.6,3300,"Cleveland, OH",Size10000+ employees,Industry Consumer Products Manufacturing,Revenue $10+ billion (USD) per year,4.1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,20,OH,1
340,Sitel,3.7,2600,"Miami, FL",Size10000+ employees,Industry Staffing & Outsourcing,Revenue $1 to $2 billion (USD) per year,2.7,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,14,FL,1
341,Six Flags,3.4,1900,"Grand Prairie, TX",Size1001 to 5000 employees,"Industry Museums, Zoos & Amusement Parks",Revenue $1 to $2 billion (USD) per year,3.1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,34,TX,1
342,Slalom,4.4,1200,"Seattle, WA",Size5001 to 10000 employees,Industry Consulting,Revenue $1 to $2 billion (USD) per year,3.3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,34,WA,1
343,Sogeti,3.1,1400,"Paris, France",Size1001 to 5000 employees,Industry IT Services,Revenue $100 to $500 million (USD) per year,3.6,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,21,France,0
344,Sony,3.7,1500,"Tokyo, Japan",Size10000+ employees,Industry Consumer Products Manufacturing,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,Japan,0
345,Southwest Airlines,4.3,1900,"Dallas, TX",Size10000+ employees,Industry Airlines,Revenue $10+ billion (USD) per year,4.5,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,23,TX,1
346,SpaceX,4.3,1600,"Hawthorne, CA",Size5001 to 10000 employees,Industry Aerospace & Defense,Revenue Unknown / Non-Applicable,4.1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,41,CA,1
347,Spectrum,3.0,3300,"Stamford, CT",SizeUnknown,"Industry Cable, Internet & Telephone Providers",Revenue Unknown / Non-Applicable,4.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,14,CT,1
348,Sports Authority,3.3,1700,"Englewood, CO",Size10000+ employees,Industry Sporting Goods Stores,Revenue Unknown / Non-Applicable,3.2,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,26,CO,1
349,Sprint,3.2,7500,"Overland Park, KS",Size10000+ employees,Industry Telecommunications Services,Revenue $2 to $5 billion (USD) per year,3.8,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,39,KS,1
350,Stanford University,4.3,2300,"Stanford, CA",Size10000+ employees,Industry Colleges & Universities,Revenue $10+ billion (USD) per year,4.1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,37,CA,1
351,Staples,3.1,7700,"Framingham, MA",Size10000+ employees,Industry Office Supply Stores,Revenue $10+ billion (USD) per year,3.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,39,MA,1
